id,activity_hour,total_intensity,average_intensity
4445114986,5/8/2016,46,0.77
4445114986,5/8/2016,33,0.55
4445114986,5/8/2016,35,0.58
4445114986,5/8/2016,16,0.27
4445114986,5/8/2016,15,0.25
4445114986,5/8/2016,2,0.03
4445114986,5/8/2016,3,0.05
4445114986,5/9/2016,1,0.02
4445114986,5/9/2016,2,0.03
4445114986,5/9/2016,0,0
4445114986,5/9/2016,3,0.05
4445114986,5/9/2016,15,0.25
4445114986,5/9/2016,31,0.52
4445114986,5/9/2016,7,0.12
4445114986,5/9/2016,23,0.38
4445114986,5/9/2016,16,0.27
4445114986,5/9/2016,11,0.18
4445114986,5/9/2016,13,0.22
4445114986,5/9/2016,12,0.2
4445114986,5/9/2016,26,0.43
4445114986,5/9/2016,33,0.55
4445114986,5/9/2016,19,0.32
4445114986,5/9/2016,20,0.33
4445114986,5/10/2016,8,0.13
4445114986,5/10/2016,5,0.08
4445114986,5/10/2016,2,0.03
4445114986,5/10/2016,0,0
4445114986,5/10/2016,3,0.05
4445114986,5/10/2016,1,0.02
4445114986,5/10/2016,4,0.07
4445114986,5/10/2016,10,0.17
4445114986,5/10/2016,14,0.23
4445114986,5/10/2016,25,0.42
4445114986,5/10/2016,16,0.27
4445114986,5/10/2016,13,0.22
4445114986,5/10/2016,15,0.25
4445114986,5/10/2016,24,0.4
4445114986,5/10/2016,21,0.35
4445114986,5/10/2016,9,0.15
4445114986,5/10/2016,18,0.3
4445114986,5/10/2016,12,0.2
4445114986,5/11/2016,2,0.03
4445114986,5/11/2016,6,0.1
4445114986,5/11/2016,0,0
4445114986,5/11/2016,1,0.02
4445114986,5/11/2016,17,0.28
4445114986,5/11/2016,11,0.18
4445114986,5/11/2016,137,2.28
4445114986,5/11/2016,33,0.55
4445114986,5/11/2016,27,0.45
4445114986,5/11/2016,16,0.27
4445114986,5/11/2016,23,0.38
4445114986,5/11/2016,24,0.4
4445114986,5/11/2016,29,0.48
4445114986,5/12/2016,0,0
4445114986,5/12/2016,1,0.02
4445114986,5/12/2016,3,0.05
4445114986,5/12/2016,11,0.18
4445114986,5/12/2016,7,0.12
4445114986,5/12/2016,6,0.1
4445114986,5/12/2016,10,0.17
4558609924,4/12/2016,0,0
4558609924,4/12/2016,7,0.12
4558609924,4/12/2016,11,0.18
4558609924,4/12/2016,12,0.2
4558609924,4/12/2016,31,0.52
4558609924,4/12/2016,33,0.55
4558609924,4/12/2016,25,0.42
4558609924,4/12/2016,14,0.23
4558609924,4/12/2016,20,0.33
4558609924,4/12/2016,30,0.5
4558609924,4/12/2016,1,0.02
4558609924,4/12/2016,36,0.6
4558609924,4/12/2016,23,0.38
4558609924,4/12/2016,28,0.47
4558609924,4/12/2016,10,0.17
4558609924,4/12/2016,13,0.22
4558609924,4/13/2016,0,0
4558609924,4/13/2016,9,0.15
4558609924,4/13/2016,34,0.57
4558609924,4/13/2016,19,0.32
4558609924,4/13/2016,10,0.17
4558609924,4/13/2016,65,1.08
4558609924,4/13/2016,39,0.65
4558609924,4/13/2016,3,0.05
4558609924,4/14/2016,0,0
4558609924,4/14/2016,24,0.4
4558609924,4/14/2016,11,0.18
4558609924,4/14/2016,12,0.2
4558609924,4/14/2016,26,0.43
4558609924,4/14/2016,28,0.47
4558609924,4/14/2016,36,0.6
4558609924,4/14/2016,6,0.1
4558609924,4/14/2016,29,0.48
4558609924,4/14/2016,32,0.53
4558609924,4/14/2016,23,0.38
4558609924,4/14/2016,30,0.5
4558609924,4/14/2016,8,0.13
4558609924,4/14/2016,3,0.05
4558609924,4/15/2016,0,0
4558609924,4/15/2016,7,0.12
4558609924,4/15/2016,21,0.35
4558609924,4/15/2016,20,0.33
4558609924,4/15/2016,25,0.42
4558609924,4/15/2016,22,0.37
4558609924,4/15/2016,78,1.3
4558609924,4/15/2016,56,0.93
4558609924,4/15/2016,17,0.28
4558609924,4/15/2016,23,0.38
4558609924,4/15/2016,31,0.52
4558609924,4/15/2016,11,0.18
4558609924,4/15/2016,33,0.55
4558609924,4/15/2016,14,0.23
4558609924,4/15/2016,1,0.02
4558609924,4/15/2016,10,0.17
4558609924,4/15/2016,4,0.07
4558609924,4/16/2016,6,0.1
4558609924,4/16/2016,0,0
4558609924,4/16/2016,1,0.02
4558609924,4/16/2016,15,0.25
4558609924,4/16/2016,31,0.52
4558609924,4/16/2016,10,0.17
4558609924,4/16/2016,32,0.53
4558609924,4/16/2016,30,0.5
4558609924,4/16/2016,46,0.77
4558609924,4/16/2016,26,0.43
4558609924,4/16/2016,16,0.27
4558609924,4/16/2016,25,0.42
4558609924,4/16/2016,60,1
4558609924,4/16/2016,2,0.03
4558609924,4/16/2016,3,0.05
4558609924,4/16/2016,7,0.12
4558609924,4/17/2016,2,0.03
4558609924,4/17/2016,0,0
4558609924,4/17/2016,25,0.42
4558609924,4/17/2016,31,0.52
4558609924,4/17/2016,61,1.02
4558609924,4/17/2016,68,1.13
4558609924,4/17/2016,16,0.27
4558609924,4/17/2016,24,0.4
4558609924,4/17/2016,14,0.23
4558609924,4/17/2016,17,0.28
4558609924,4/17/2016,37,0.62
4558609924,4/17/2016,4,0.07
4558609924,4/17/2016,21,0.35
4558609924,4/17/2016,15,0.25
4558609924,4/17/2016,12,0.2
4558609924,4/17/2016,1,0.02
4558609924,4/18/2016,0,0
4558609924,4/18/2016,8,0.13
4558609924,4/18/2016,26,0.43
4558609924,4/18/2016,17,0.28
4558609924,4/18/2016,14,0.23
4558609924,4/18/2016,45,0.75
4558609924,4/18/2016,21,0.35
4558609924,4/18/2016,32,0.53
4558609924,4/18/2016,22,0.37
4558609924,4/18/2016,92,1.53
4558609924,4/18/2016,27,0.45
4558609924,4/18/2016,25,0.42
4558609924,4/18/2016,30,0.5
4558609924,4/18/2016,19,0.32
4558609924,4/18/2016,6,0.1
4558609924,4/18/2016,2,0.03
4558609924,4/19/2016,0,0
4558609924,4/19/2016,1,0.02
4558609924,4/19/2016,32,0.53
4558609924,4/19/2016,27,0.45
4558609924,4/19/2016,12,0.2
4558609924,4/19/2016,17,0.28
4558609924,4/19/2016,46,0.77
4558609924,4/19/2016,33,0.55
4558609924,4/19/2016,37,0.62
4558609924,4/19/2016,23,0.38
4558609924,4/19/2016,10,0.17
4558609924,4/19/2016,28,0.47
4558609924,4/19/2016,3,0.05
4558609924,4/20/2016,3,0.05
4558609924,4/20/2016,0,0
4558609924,4/20/2016,6,0.1
4558609924,4/20/2016,24,0.4
4558609924,4/20/2016,14,0.23
4558609924,4/20/2016,17,0.28
4558609924,4/20/2016,12,0.2
4558609924,4/20/2016,5,0.08
4558609924,4/20/2016,33,0.55
4558609924,4/20/2016,18,0.3
4558609924,4/20/2016,22,0.37
4558609924,4/20/2016,9,0.15
4558609924,4/20/2016,11,0.18
4558609924,4/20/2016,7,0.12
4558609924,4/21/2016,3,0.05
4558609924,4/21/2016,0,0
4558609924,4/21/2016,1,0.02
4558609924,4/21/2016,13,0.22
4558609924,4/21/2016,38,0.63
4558609924,4/21/2016,47,0.78
4558609924,4/21/2016,49,0.82
4558609924,4/21/2016,40,0.67
4558609924,4/21/2016,23,0.38
4558609924,4/21/2016,21,0.35
4558609924,4/21/2016,29,0.48
4558609924,4/21/2016,39,0.65
4558609924,4/21/2016,19,0.32
4558609924,4/21/2016,15,0.25
4558609924,4/21/2016,16,0.27
4558609924,4/21/2016,9,0.15
4558609924,4/22/2016,2,0.03
4558609924,4/22/2016,4,0.07
4558609924,4/22/2016,0,0
4558609924,4/22/2016,18,0.3
4558609924,4/22/2016,30,0.5
4558609924,4/22/2016,17,0.28
4558609924,4/22/2016,7,0.12
4558609924,4/22/2016,15,0.25
4558609924,4/22/2016,22,0.37
4558609924,4/22/2016,34,0.57
4558609924,4/22/2016,24,0.4
4558609924,4/22/2016,123,2.05
4558609924,4/22/2016,10,0.17
4558609924,4/22/2016,26,0.43
4558609924,4/23/2016,29,0.48
4558609924,4/23/2016,5,0.08
4558609924,4/23/2016,0,0
4558609924,4/23/2016,22,0.37
4558609924,4/23/2016,18,0.3
4558609924,4/23/2016,12,0.2
4558609924,4/23/2016,11,0.18
4558609924,4/23/2016,46,0.77
4558609924,4/23/2016,28,0.47
4558609924,4/23/2016,25,0.42
4558609924,4/23/2016,20,0.33
4558609924,4/23/2016,32,0.53
4558609924,4/23/2016,26,0.43
4558609924,4/23/2016,16,0.27
4558609924,4/23/2016,1,0.02
4558609924,4/23/2016,8,0.13
4558609924,4/24/2016,0,0
4558609924,4/24/2016,29,0.48
4558609924,4/24/2016,24,0.4
4558609924,4/24/2016,42,0.7
4558609924,4/24/2016,25,0.42
4558609924,4/24/2016,17,0.28
4558609924,4/24/2016,23,0.38
4558609924,4/24/2016,40,0.67
4558609924,4/24/2016,22,0.37
4558609924,4/24/2016,32,0.53
4558609924,4/24/2016,15,0.25
4558609924,4/24/2016,18,0.3
4558609924,4/24/2016,12,0.2
4558609924,4/25/2016,5,0.08
4558609924,4/25/2016,2,0.03
4558609924,4/25/2016,0,0
4558609924,4/25/2016,20,0.33
4558609924,4/25/2016,31,0.52
4558609924,4/25/2016,18,0.3
4558609924,4/25/2016,16,0.27
4558609924,4/25/2016,32,0.53
4558609924,4/25/2016,35,0.58
4558609924,4/25/2016,28,0.47
4558609924,4/25/2016,85,1.42
4558609924,4/25/2016,27,0.45
4558609924,4/25/2016,17,0.28
4558609924,4/25/2016,11,0.18
4558609924,4/26/2016,0,0
4558609924,4/26/2016,9,0.15
4558609924,4/26/2016,27,0.45
4558609924,4/26/2016,20,0.33
4558609924,4/26/2016,30,0.5
4558609924,4/26/2016,22,0.37
4558609924,4/26/2016,16,0.27
4558609924,4/26/2016,10,0.17
4558609924,4/26/2016,69,1.15
4558609924,4/26/2016,25,0.42
4558609924,4/26/2016,70,1.17
4558609924,4/26/2016,32,0.53
4558609924,4/26/2016,11,0.18
4558609924,4/26/2016,17,0.28
4558609924,4/26/2016,2,0.03
4558609924,4/26/2016,14,0.23
4558609924,4/27/2016,6,0.1
4558609924,4/27/2016,0,0
4558609924,4/27/2016,14,0.23
4558609924,4/27/2016,34,0.57
4558609924,4/27/2016,16,0.27
4558609924,4/27/2016,20,0.33
4558609924,4/27/2016,17,0.28
4558609924,4/27/2016,22,0.37
4558609924,4/27/2016,23,0.38
4558609924,4/27/2016,103,1.72
4558609924,4/27/2016,41,0.68
4558609924,4/27/2016,28,0.47
4558609924,4/27/2016,9,0.15
4558609924,4/28/2016,0,0
4558609924,4/28/2016,19,0.32
4558609924,4/28/2016,38,0.63
4558609924,4/28/2016,31,0.52
4558609924,4/28/2016,25,0.42
4558609924,4/28/2016,16,0.27
4558609924,4/28/2016,14,0.23
4558609924,4/28/2016,27,0.45
4558609924,4/28/2016,43,0.72
4558609924,4/28/2016,41,0.68
4558609924,4/28/2016,33,0.55
4558609924,4/28/2016,7,0.12
4558609924,4/28/2016,10,0.17
4558609924,4/28/2016,9,0.15
4558609924,4/28/2016,1,0.02
4558609924,4/29/2016,0,0
4558609924,4/29/2016,3,0.05
4558609924,4/29/2016,20,0.33
4558609924,4/29/2016,15,0.25
4558609924,4/29/2016,19,0.32
4558609924,4/29/2016,27,0.45
4558609924,4/29/2016,8,0.13
4558609924,4/29/2016,56,0.93
4558609924,4/29/2016,67,1.12
4558609924,4/29/2016,9,0.15
4558609924,4/29/2016,6,0.1
4558609924,4/29/2016,14,0.23
4558609924,4/29/2016,29,0.48
4558609924,4/29/2016,5,0.08
4558609924,4/29/2016,7,0.12
4558609924,4/30/2016,0,0
4558609924,4/30/2016,4,0.07
4558609924,4/30/2016,13,0.22
4558609924,4/30/2016,8,0.13
4558609924,4/30/2016,7,0.12
4558609924,4/30/2016,23,0.38
4558609924,4/30/2016,28,0.47
4558609924,4/30/2016,11,0.18
4558609924,4/30/2016,19,0.32
4558609924,4/30/2016,18,0.3
4558609924,4/30/2016,46,0.77
4558609924,4/30/2016,10,0.17
4558609924,4/30/2016,86,1.43
4558609924,4/30/2016,27,0.45
4558609924,4/30/2016,1,0.02
4558609924,4/30/2016,15,0.25
4558609924,4/30/2016,2,0.03
4558609924,5/1/2016,0,0
4558609924,5/1/2016,24,0.4
4558609924,5/1/2016,7,0.12
4558609924,5/1/2016,23,0.38
4558609924,5/1/2016,16,0.27
4558609924,5/1/2016,20,0.33
4558609924,5/1/2016,12,0.2
4558609924,5/1/2016,2,0.03
4558609924,5/1/2016,18,0.3
4558609924,5/1/2016,15,0.25
4558609924,5/1/2016,22,0.37
4558609924,5/1/2016,5,0.08
4558609924,5/2/2016,0,0
4558609924,5/2/2016,27,0.45
4558609924,5/2/2016,19,0.32
4558609924,5/2/2016,40,0.67
4558609924,5/2/2016,38,0.63
4558609924,5/2/2016,18,0.3
4558609924,5/2/2016,15,0.25
4558609924,5/2/2016,28,0.47
4558609924,5/2/2016,23,0.38
4558609924,5/2/2016,29,0.48
4558609924,5/2/2016,25,0.42
4558609924,5/2/2016,31,0.52
4558609924,5/2/2016,37,0.62
4558609924,5/2/2016,9,0.15
4558609924,5/2/2016,3,0.05
4558609924,5/3/2016,1,0.02
4558609924,5/3/2016,4,0.07
4558609924,5/3/2016,0,0
4558609924,5/3/2016,13,0.22
4558609924,5/3/2016,20,0.33
4558609924,5/3/2016,26,0.43
4558609924,5/3/2016,22,0.37
4558609924,5/3/2016,15,0.25
4558609924,5/3/2016,19,0.32
4558609924,5/3/2016,6,0.1
4558609924,5/3/2016,25,0.42
4558609924,5/3/2016,101,1.68
4558609924,5/3/2016,21,0.35
4558609924,5/3/2016,3,0.05
4558609924,5/4/2016,0,0
4558609924,5/4/2016,18,0.3
4558609924,5/4/2016,17,0.28
4558609924,5/4/2016,14,0.23
4558609924,5/4/2016,5,0.08
4558609924,5/4/2016,6,0.1
4558609924,5/4/2016,23,0.38
4558609924,5/4/2016,13,0.22
4558609924,5/4/2016,38,0.63
4558609924,5/4/2016,21,0.35
4558609924,5/4/2016,19,0.32
4558609924,5/4/2016,28,0.47
4558609924,5/4/2016,15,0.25
4558609924,5/5/2016,0,0
4558609924,5/5/2016,13,0.22
4558609924,5/5/2016,19,0.32
4558609924,5/5/2016,48,0.8
4558609924,5/5/2016,11,0.18
4558609924,5/5/2016,73,1.22
4558609924,5/5/2016,31,0.52
4558609924,5/5/2016,12,0.2
4558609924,5/5/2016,6,0.1
4558609924,5/5/2016,22,0.37
4558609924,5/5/2016,36,0.6
4558609924,5/5/2016,35,0.58
4558609924,5/5/2016,32,0.53
4558609924,5/5/2016,2,0.03
4558609924,5/6/2016,1,0.02
4558609924,5/6/2016,0,0
4558609924,5/6/2016,19,0.32
4558609924,5/6/2016,30,0.5
4558609924,5/6/2016,24,0.4
4558609924,5/6/2016,31,0.52
4558609924,5/6/2016,17,0.28
4558609924,5/6/2016,9,0.15
4558609924,5/6/2016,3,0.05
4558609924,5/6/2016,4,0.07
4558609924,5/6/2016,6,0.1
4558609924,5/6/2016,23,0.38
4558609924,5/7/2016,0,0
4558609924,5/7/2016,2,0.03
4558609924,5/7/2016,15,0.25
4558609924,5/7/2016,27,0.45
4558609924,5/7/2016,6,0.1
4558609924,5/7/2016,20,0.33
4558609924,5/7/2016,36,0.6
4558609924,5/7/2016,114,1.9
4558609924,5/7/2016,8,0.13
4558609924,5/7/2016,10,0.17
4558609924,5/7/2016,22,0.37
4558609924,5/7/2016,18,0.3
4558609924,5/7/2016,9,0.15
4558609924,5/7/2016,25,0.42
4558609924,5/7/2016,1,0.02
4558609924,5/8/2016,0,0
4558609924,5/8/2016,112,1.87
4558609924,5/8/2016,74,1.23
4558609924,5/8/2016,51,0.85
4558609924,5/8/2016,55,0.92
4558609924,5/8/2016,43,0.72
4558609924,5/8/2016,24,0.4
4558609924,5/8/2016,31,0.52
4558609924,5/8/2016,96,1.6
4558609924,5/8/2016,20,0.33
4558609924,5/9/2016,0,0
4558609924,5/9/2016,14,0.23
4558609924,5/9/2016,21,0.35
4558609924,5/9/2016,40,0.67
4558609924,5/9/2016,17,0.28
4558609924,5/9/2016,42,0.7
4558609924,5/9/2016,10,0.17
4558609924,5/9/2016,73,1.22
4558609924,5/9/2016,35,0.58
4558609924,5/9/2016,23,0.38
4558609924,5/9/2016,9,0.15
4558609924,5/9/2016,7,0.12
4558609924,5/9/2016,22,0.37
4558609924,5/9/2016,20,0.33
4558609924,5/9/2016,2,0.03
4558609924,5/10/2016,4,0.07
4558609924,5/10/2016,7,0.12
4558609924,5/10/2016,0,0
4558609924,5/10/2016,9,0.15
4558609924,5/10/2016,21,0.35
4558609924,5/10/2016,12,0.2
4558609924,5/10/2016,22,0.37
4558609924,5/10/2016,19,0.32
4558609924,5/10/2016,16,0.27
4558609924,5/10/2016,23,0.38
4558609924,5/10/2016,89,1.48
4558609924,5/10/2016,5,0.08
4558609924,5/10/2016,20,0.33
4558609924,5/10/2016,33,0.55
4558609924,5/11/2016,5,0.08
4558609924,5/11/2016,10,0.17
4558609924,5/11/2016,0,0
4558609924,5/11/2016,21,0.35
4558609924,5/11/2016,27,0.45
4558609924,5/11/2016,13,0.22
4558609924,5/11/2016,11,0.18
4558609924,5/11/2016,18,0.3
4558609924,5/11/2016,90,1.5
4558609924,5/11/2016,24,0.4
4558609924,5/11/2016,26,0.43
4558609924,5/11/2016,14,0.23
4558609924,5/11/2016,39,0.65
4558609924,5/12/2016,0,0
4558609924,5/12/2016,4,0.07
4558609924,5/12/2016,17,0.28
4558609924,5/12/2016,35,0.58
4558609924,5/12/2016,32,0.53
4558609924,5/12/2016,22,0.37
4558609924,5/12/2016,23,0.38
4558609924,5/12/2016,36,0.6
4558609924,5/12/2016,33,0.55
4558609924,5/12/2016,30,0.5
4702921684,4/12/2016,0,0
4702921684,4/12/2016,1,0.02
4702921684,4/12/2016,20,0.33
4702921684,4/12/2016,7,0.12
4702921684,4/12/2016,25,0.42
4702921684,4/12/2016,23,0.38
4702921684,4/12/2016,11,0.18
4702921684,4/12/2016,2,0.03
4702921684,4/12/2016,8,0.13
4702921684,4/12/2016,24,0.4
4702921684,4/12/2016,27,0.45
4702921684,4/12/2016,3,0.05
4702921684,4/12/2016,29,0.48
4702921684,4/12/2016,31,0.52
4702921684,4/13/2016,0,0
4702921684,4/13/2016,8,0.13
4702921684,4/13/2016,14,0.23
4702921684,4/13/2016,6,0.1
4702921684,4/13/2016,10,0.17
4702921684,4/13/2016,4,0.07
4702921684,4/13/2016,7,0.12
4702921684,4/13/2016,11,0.18
4702921684,4/13/2016,3,0.05
4702921684,4/13/2016,9,0.15
4702921684,4/13/2016,2,0.03
4702921684,4/13/2016,26,0.43
4702921684,4/13/2016,19,0.32
4702921684,4/13/2016,35,0.58
4702921684,4/13/2016,16,0.27
4702921684,4/13/2016,45,0.75
4702921684,4/13/2016,33,0.55
4702921684,4/13/2016,1,0.02
4702921684,4/14/2016,0,0
4702921684,4/14/2016,1,0.02
4702921684,4/14/2016,24,0.4
4702921684,4/14/2016,7,0.12
4702921684,4/14/2016,21,0.35
4702921684,4/14/2016,9,0.15
4702921684,4/14/2016,4,0.07
4702921684,4/14/2016,22,0.37
4702921684,4/14/2016,19,0.32
4702921684,4/14/2016,12,0.2
4702921684,4/14/2016,20,0.33
4702921684,4/14/2016,31,0.52
4702921684,4/14/2016,14,0.23
4702921684,4/14/2016,25,0.42
4702921684,4/14/2016,17,0.28
4702921684,4/15/2016,0,0
4702921684,4/15/2016,18,0.3
4702921684,4/15/2016,15,0.25
4702921684,4/15/2016,3,0.05
4702921684,4/15/2016,14,0.23
4702921684,4/15/2016,4,0.07
4702921684,4/15/2016,9,0.15
4702921684,4/15/2016,32,0.53
4702921684,4/15/2016,21,0.35
4702921684,4/15/2016,31,0.52
4702921684,4/15/2016,17,0.28
4702921684,4/15/2016,35,0.58
4702921684,4/15/2016,45,0.75
4702921684,4/15/2016,20,0.33
4702921684,4/16/2016,0,0
4702921684,4/16/2016,3,0.05
4702921684,4/16/2016,2,0.03
4702921684,4/16/2016,18,0.3
4702921684,4/16/2016,12,0.2
4702921684,4/16/2016,13,0.22
4702921684,4/16/2016,41,0.68
4702921684,4/16/2016,36,0.6
4702921684,4/16/2016,22,0.37
4702921684,4/16/2016,39,0.65
4702921684,4/16/2016,25,0.42
4702921684,4/16/2016,17,0.28
4702921684,4/16/2016,35,0.58
4702921684,4/16/2016,24,0.4
4702921684,4/16/2016,30,0.5
4702921684,4/17/2016,0,0
4702921684,4/17/2016,1,0.02
4702921684,4/17/2016,18,0.3
4702921684,4/17/2016,40,0.67
4702921684,4/17/2016,29,0.48
4702921684,4/17/2016,17,0.28
4702921684,4/17/2016,62,1.03
4702921684,4/17/2016,31,0.52
4702921684,4/17/2016,119,1.98
4702921684,4/17/2016,61,1.02
4702921684,4/17/2016,21,0.35
4702921684,4/17/2016,16,0.27
4702921684,4/17/2016,14,0.23
4702921684,4/17/2016,12,0.2
4702921684,4/18/2016,0,0
4702921684,4/18/2016,2,0.03
4702921684,4/18/2016,20,0.33
4702921684,4/18/2016,4,0.07
4702921684,4/18/2016,29,0.48
4702921684,4/18/2016,14,0.23
4702921684,4/18/2016,15,0.25
4702921684,4/18/2016,10,0.17
4702921684,4/18/2016,11,0.18
4702921684,4/18/2016,72,1.2
4702921684,4/18/2016,44,0.73
4702921684,4/18/2016,39,0.65
4702921684,4/18/2016,21,0.35
4702921684,4/19/2016,0,0
4702921684,4/19/2016,1,0.02
4702921684,4/19/2016,23,0.38
4702921684,4/19/2016,6,0.1
4702921684,4/19/2016,9,0.15
4702921684,4/19/2016,18,0.3
4702921684,4/19/2016,4,0.07
4702921684,4/19/2016,30,0.5
4702921684,4/19/2016,7,0.12
4702921684,4/19/2016,5,0.08
4702921684,4/19/2016,14,0.23
4702921684,4/19/2016,27,0.45
4702921684,4/19/2016,12,0.2
4702921684,4/19/2016,22,0.37
4702921684,4/20/2016,0,0
4702921684,4/20/2016,1,0.02
4702921684,4/20/2016,41,0.68
4702921684,4/20/2016,19,0.32
4702921684,4/20/2016,10,0.17
4702921684,4/20/2016,3,0.05
4702921684,4/20/2016,17,0.28
4702921684,4/20/2016,8,0.13
4702921684,4/20/2016,6,0.1
4702921684,4/20/2016,11,0.18
4702921684,4/20/2016,9,0.15
4702921684,4/20/2016,33,0.55
4702921684,4/20/2016,26,0.43
4702921684,4/20/2016,35,0.58
4702921684,4/20/2016,44,0.73
4702921684,4/20/2016,38,0.63
4702921684,4/20/2016,15,0.25
4702921684,4/21/2016,0,0
4702921684,4/21/2016,1,0.02
4702921684,4/21/2016,2,0.03
4702921684,4/21/2016,47,0.78
4702921684,4/21/2016,24,0.4
4702921684,4/21/2016,4,0.07
4702921684,4/21/2016,11,0.18
4702921684,4/21/2016,5,0.08
4702921684,4/21/2016,9,0.15
4702921684,4/21/2016,7,0.12
4702921684,4/21/2016,10,0.17
4702921684,4/21/2016,46,0.77
4702921684,4/21/2016,25,0.42
4702921684,4/21/2016,27,0.45
4702921684,4/21/2016,20,0.33
4702921684,4/22/2016,0,0
4702921684,4/22/2016,24,0.4
4702921684,4/22/2016,33,0.55
4702921684,4/22/2016,15,0.25
4702921684,4/23/2016,0,0
4702921684,4/23/2016,9,0.15
4702921684,4/23/2016,10,0.17
4702921684,4/23/2016,40,0.67
4702921684,4/23/2016,31,0.52
4702921684,4/23/2016,76,1.27
4702921684,4/23/2016,62,1.03
4702921684,4/23/2016,54,0.9
4702921684,4/23/2016,37,0.62
4702921684,4/23/2016,32,0.53
4702921684,4/23/2016,16,0.27
4702921684,4/23/2016,30,0.5
4702921684,4/23/2016,27,0.45
4702921684,4/23/2016,44,0.73
4702921684,4/23/2016,19,0.32
4702921684,4/24/2016,0,0
4702921684,4/24/2016,1,0.02
4702921684,4/24/2016,2,0.03
4702921684,4/24/2016,7,0.12
4702921684,4/24/2016,16,0.27
4702921684,4/24/2016,22,0.37
4702921684,4/24/2016,31,0.52
4702921684,4/24/2016,14,0.23
4702921684,4/24/2016,96,1.6
4702921684,4/24/2016,115,1.92
4702921684,4/24/2016,36,0.6
4702921684,4/24/2016,8,0.13
4702921684,4/24/2016,26,0.43
4702921684,4/24/2016,53,0.88
4702921684,4/24/2016,39,0.65
4702921684,4/24/2016,30,0.5
4702921684,4/24/2016,10,0.17
4702921684,4/24/2016,9,0.15
4702921684,4/25/2016,0,0
4702921684,4/25/2016,6,0.1
4702921684,4/25/2016,22,0.37
4702921684,4/25/2016,5,0.08
4702921684,4/25/2016,2,0.03
4702921684,4/25/2016,9,0.15
4702921684,4/25/2016,13,0.22
4702921684,4/25/2016,16,0.27
4702921684,4/25/2016,7,0.12
4702921684,4/25/2016,12,0.2
4702921684,4/25/2016,17,0.28
4702921684,4/25/2016,66,1.1
4702921684,4/25/2016,33,0.55
4702921684,4/25/2016,46,0.77
4702921684,4/26/2016,0,0
4702921684,4/26/2016,2,0.03
4702921684,4/26/2016,28,0.47
4702921684,4/26/2016,10,0.17
4702921684,4/26/2016,6,0.1
4702921684,4/26/2016,11,0.18
4702921684,4/26/2016,4,0.07
4702921684,4/26/2016,8,0.13
4702921684,4/26/2016,7,0.12
4702921684,4/26/2016,3,0.05
4702921684,4/26/2016,19,0.32
4702921684,4/26/2016,37,0.62
4702921684,4/26/2016,32,0.53
4702921684,4/26/2016,26,0.43
4702921684,4/26/2016,30,0.5
4702921684,4/26/2016,12,0.2
4702921684,4/27/2016,0,0
4702921684,4/27/2016,2,0.03
4702921684,4/27/2016,41,0.68
4702921684,4/27/2016,18,0.3
4702921684,4/27/2016,4,0.07
4702921684,4/27/2016,6,0.1
4702921684,4/27/2016,5,0.08
4702921684,4/27/2016,10,0.17
4702921684,4/27/2016,7,0.12
4702921684,4/27/2016,11,0.18
4702921684,4/27/2016,20,0.33
4702921684,4/27/2016,25,0.42
4702921684,4/27/2016,58,0.97
4702921684,4/27/2016,3,0.05
4702921684,4/28/2016,0,0
4702921684,4/28/2016,1,0.02
4702921684,4/28/2016,22,0.37
4702921684,4/28/2016,6,0.1
4702921684,4/28/2016,5,0.08
4702921684,4/28/2016,38,0.63
4702921684,4/28/2016,4,0.07
4702921684,4/28/2016,17,0.28
4702921684,4/28/2016,7,0.12
4702921684,4/28/2016,8,0.13
4702921684,4/28/2016,19,0.32
4702921684,4/28/2016,16,0.27
4702921684,4/28/2016,68,1.13
4702921684,4/28/2016,26,0.43
4702921684,4/28/2016,28,0.47
4702921684,4/28/2016,12,0.2
4702921684,4/29/2016,0,0
4702921684,4/29/2016,32,0.53
4702921684,4/29/2016,11,0.18
4702921684,4/29/2016,6,0.1
4702921684,4/29/2016,4,0.07
4702921684,4/29/2016,9,0.15
4702921684,4/29/2016,35,0.58
4702921684,4/29/2016,13,0.22
4702921684,4/29/2016,16,0.27
4702921684,4/29/2016,39,0.65
4702921684,4/29/2016,28,0.47
4702921684,4/29/2016,46,0.77
4702921684,4/29/2016,30,0.5
4702921684,4/29/2016,26,0.43
4702921684,4/29/2016,15,0.25
4702921684,4/30/2016,0,0
4702921684,4/30/2016,7,0.12
4702921684,4/30/2016,14,0.23
4702921684,4/30/2016,19,0.32
4702921684,4/30/2016,26,0.43
4702921684,4/30/2016,17,0.28
4702921684,4/30/2016,69,1.15
4702921684,4/30/2016,29,0.48
4702921684,4/30/2016,49,0.82
4702921684,4/30/2016,37,0.62
4702921684,4/30/2016,22,0.37
4702921684,4/30/2016,9,0.15
4702921684,5/1/2016,0,0
4702921684,5/2/2016,0,0
4702921684,5/2/2016,13,0.22
4702921684,5/2/2016,6,0.1
4702921684,5/2/2016,10,0.17
4702921684,5/2/2016,42,0.7
4702921684,5/2/2016,22,0.37
4702921684,5/2/2016,65,1.08
4702921684,5/2/2016,24,0.4
4702921684,5/2/2016,64,1.07
4702921684,5/2/2016,18,0.3
4702921684,5/3/2016,0,0
4702921684,5/3/2016,2,0.03
